First year,Position,Name,Trimmed,Dupe,Affiliation,Institution,Type
2013,Elective trustee,Leon D. Black ,Leon D. Black,FALSE,Apollo Advisors L. P. | Lion Advisors L. P. | Museum of Modern Art | The Jewish Museum | Asia Society | Lincoln Center | Mt. Sinai | Leon Black Family Foundation,Metropolitan Museum of Art,Board
2013,Elective trustee,Wellington Z. Chen ,Wellington Z. Chen,FALSE,Chinatown Partnership LDC ,Metropolitan Museum of Art,Board
2013,Elective trustee,Hamilton E. James ,Hamilton E. James,FALSE,Blackstone |  Woods Hole Oceanographic Institution | Wildlife Conservation Society | The Second Stage Theatre | American Ballet Theatre | James Family Charitable Foundation,Metropolitan Museum of Art,Board
2013,Elective trustee,Joyce Frank Menschel ,Joyce Frank Menschel,FALSE,The Robert and Joyce Menschel Family Foundation,Metropolitan Museum of Art,Board
2013,Elective trustee,Jeffrey M. Peek ,Jeffrey M. Peek,FALSE,Bank of America | Peek Family Foundation,Metropolitan Museum of Art,Board
2013,Elective trustee,Sir Paul Ruddock ,Sir Paul Ruddock,FALSE,Walters Art Museum | The Ruddock Foundation for the Arts,Metropolitan Museum of Art,Board
2013,Elective trustee,Shelby White ,Shelby White,FALSE,Leon Levy Foundation | The New York Botanical Garden | New York University | Bard Graduate Center | The Writers Room ,Metropolitan Museum of Art,Board
2013,Elective trustee,Daniel Brodsky ,Daniel Brodsky,FALSE,Brodsky Organization | Daniel and Estrellita Brodsky Foundation,Metropolitan Museum of Art,Board
2013,Elective trustee,Russell L. Carson ,Russell L. Carson,FALSE,"Welsh, Carson, Anderson, & Stowe | 9/11 Memorial | Columbia Business School | World Trade Center Foundation, Inc. | Naitonal 9/11 Memorial Foundation | Rockefeller University Board of Trustees | ",Metropolitan Museum of Art,Board
2013,Elective trustee,Mark Fisch ,Mark Fisch,FALSE,Continental Properties ,Metropolitan Museum of Art,Board
2013,Elective trustee,Marina Kellen French ,Marina Kellen French,FALSE,Anna-Maria and Stephen Kellen Foundation | Marina Kellen French Foundation,Metropolitan Museum of Art,Board
2013,Elective trustee,Philip H. Isles ,Philip H. Isles,FALSE,,Metropolitan Museum of Art,Board
2013,Elective trustee,Ann G. Tenenbaum ,Ann G. Tenenbaum,FALSE,Film Society of Lincoln Center | Dia Center for the Arts | Sarah Lawrence College | WNET  | The Studio Museum in Harlem | Second Stage Theatre | Guild Hall of East Hampton |  Museum of Modern Art ,Metropolitan Museum of Art,Board
2013,Elective trustee,Jeffrey W. Greenberg ,Jeffrey W. Greenberg,FALSE,Brookings Institute | Council on Foreign Relations | Brown University,Metropolitan Museum of Art,Board
2013,Elective trustee,Bonnie B. Himmelman ,Bonnie B. Himmelman,FALSE,Sherman Fairchild Foundation,Metropolitan Museum of Art,Board
2013,Elective trustee,Bonnie J. Sacerdote ,Bonnie J. Sacerdote,FALSE,Giorgio S. Sacerdote Fund,Metropolitan Museum of Art,Board
2013,Elective trustee,James E. Shipp ,James E. Shipp,FALSE,,Metropolitan Museum of Art,Board
2013,Elective trustee,Andrew Solomon ,Andrew Solomon,FALSE,New York Public LIbrary,Metropolitan Museum of Art,Board
2013,Elective trustee,Barrie A. Wigmore ,Barrie A. Wigmore,FALSE,the William Cullen Bryant Fellows | the American Decorative Arts Visiting Committee,Metropolitan Museum of Art,Board
2013,Elective trustee,Charles N. Atkins,Charles N. Atkins,FALSE,Atkins Capital Strategies LLC | ,Metropolitan Museum of Art,Board
2013,Elective trustee,Bijan Mossavar-Rahmani,Bijan Mossavar-Rahmani,FALSE,Persepolis Foundation | RAK Petroleum,Metropolitan Museum of Art,Board
2013,Elective trustee,John A. Paulson,John A. Paulson,FALSE,Paulson & Co. | Paulson Family Foundation,Metropolitan Museum of Art,Board
2013,Elective trustee,Samantha Boardman Rosen,Samantha Boardman Rosen,FALSE,The Harvard Club of New York Foundation,Metropolitan Museum of Art,Board
2014,Elective trustee,Stephen M. Cutler,Stephen M. Cutler,FALSE,JPMorgan Chase | Wilmer Cutler Pickering Hale and Dorr,Metropolitan Museum of Art,Board
2013,Emeritus,Plácido Arango ,Plácido Arango,FALSE,Prado Museum ,Metropolitan Museum of Art,Board
2013,Emeritus,Renée E. Belfer ,Renée E. Belfer,FALSE,Robert A and Renee E Belfer Family Foundation,Metropolitan Museum of Art,Board
2013,Emeritus,Mrs. Jackson Burke ,Mrs. Jackson Burke,FALSE,Mary and Jackson Burke Foundation,Metropolitan Museum of Art,Board
2013,Emeritus,Walter Burke ,Walter Burke,FALSE,,Metropolitan Museum of Art,Board
2013,Emeritus,Mrs. B. Gerald Cantor ,Mrs. B. Gerald Cantor,FALSE,Iris and B. Gerald Cantor Foundation,Metropolitan Museum of Art,Board
2013,Emeritus,Michel David-Weill ,Michel David-Weill,FALSE,Lazard Frères | Michel David-Weill Scholarship | Michel David-Weill Foundation,Metropolitan Museum of Art,Board
2013,Emeritus,S. Parker Gilbert ,S. Parker Gilbert,FALSE,Pierpont Morgan Library | Alfred P. Sloan Foundation | Josiah Macy Jr. Foundation,Metropolitan Museum of Art,Board
2013,Emeritus,Conrad K. Harper ,Conrad K. Harper,FALSE,American Law Institute | New York Public Library | New York Urban League | Simpson Thatcher & Bartlett LLP,Metropolitan Museum of Art,Board
2013,Emeritus,Mrs. Henry J. Heinz II ,Mrs. Henry J. Heinz II,FALSE,Heinz Company,Metropolitan Museum of Art,Board
2013,Emeritus,Sir Joseph Hotung ,Sir Joseph Hotung,FALSE,Sir Joseph Hotung Charitable Settlement,Metropolitan Museum of Art,Board
2013,Emeritus,James R. Houghton ,James R. Houghton,FALSE,"Corning Incorporated | ExxonMobil Corporation | MetLife, Inc. | Corning Museum of Glass | Metropolitan Museum of Art of Art | Pierpoint Morgan Library | Harvard Corporation | Hospital for Special Surgery | J.P. Morgan & Co. Inc.",Metropolitan Museum of Art,Board
2013,Emeritus,Mrs. Herbert Irving ,Mrs. Herbert Irving,FALSE,Herbert Irving Foundation | Florence Irving,Metropolitan Museum of Art,Board
2013,Emeritus,Henry A. Kissinger ,Henry A. Kissinger,FALSE,"Aspen Institute | Bilderberg Group | Bohemian Club | Council on Foreign Relations | Center for Strategic and International Studies | Kissinger Associates, Inc.",Metropolitan Museum of Art,Board
2013,Emeritus,David H. Koch ,David H. Koch,FALSE,"David H. Koch Charitable Foundation | Koch Family Foundations | Koch Industries, Inc. | American Museum of Natural History | Lincoln Center | WNET",Metropolitan Museum of Art,Board
2013,Emeritus,Barnabas McHenry ,Barnabas McHenry,FALSE,Open Space Institute | Barnabas McHenry Hudson River Valley Award ,Metropolitan Museum of Art,Board
2013,Emeritus,Mary R. Morgan ,Mary R. Morgan,FALSE,Jewish Board of Family and Children Services ,Metropolitan Museum of Art,Board
2013,Emeritus,George B. Munroe ,George B. Munroe,FALSE,Dartmouth College ,Metropolitan Museum of Art,Board
2013,Emeritus,Eliot C. Nolen ,Eliot C. Nolen,FALSE,,Metropolitan Museum of Art,Board
2013,Emeritus,Robert M. Pennoyer ,Robert M. Pennoyer,FALSE,Morgan Museum and Library | Patterson Belknap | William C. Bullitt Foundation ,Metropolitan Museum of Art,Board
2013,Emeritus,Mrs. Milton Petrie ,Mrs. Milton Petrie,FALSE,"Caroll and Milton Petrie Foundation, Inc.",Metropolitan Museum of Art,Board
2013,Emeritus,Cynthia Hazen Polsky ,Cynthia Hazen Polsky,FALSE,The Morgan Museum and Library | American Academy in Rome | Asia Society | Storm King Art Center | Hazen Polsky Foundation,Metropolitan Museum of Art,Board
2013,Emeritus,Annette de la Renta ,Annette de la Renta,FALSE,New York Public Library | Morgan Library | Animal Medical Center | Engelhard Foundation | Rockefeller University,Metropolitan Museum of Art,Board
2013,Emeritus,Frank E. Richardson ,Frank E. Richardson,FALSE,"Sentinel Capital Partners, L.L.C. | Harvard Law School | F. E. Richardson & Co. | The Richardson Foundation | The Frank E. and Nancy M. Richardson Foundation",Metropolitan Museum of Art,Board
2013,Emeritus,"E. John Rosenwald, Jr. ","E. John Rosenwald, Jr.",FALSE,The Bear Stearns Companies Inc. | J.P.Morgan | Metropolitan Museum of Art of Art,Metropolitan Museum of Art,Board
2013,Emeritus,James J. Ross ,James J. Ross,FALSE,"AirTv, Ltd. | Omnipoint Corporation | Grace Jarcho Ross and Daniel G. Ross Concert Fund | Guarneri String Quartet Spring Series ",Metropolitan Museum of Art,Board
2013,Emeritus,Henry B. Schacht ,Henry B. Schacht,FALSE,Lucent Technologies | Warburg Pincus LLC | The Brookings Institute | The Business Council | New Providence Asset Management LLC | Committee Encouraging Corporate Philanthropy | Ford Foundation,Metropolitan Museum of Art,Board
2013,Emeritus,David T. Schiff ,David T. Schiff,FALSE,Wildlife Conservation Society | Yale Center for Environmental Law and Policy ,Metropolitan Museum of Art,Board
2013,Emeritus,Muriel Silberstein-Storfer ,Muriel Silberstein-Storfer,FALSE,New York City Arts Commission | Doing Art Together | The Education Fund | ,Metropolitan Museum of Art,Board
2013,Emeritus,Carl Spielvogel ,Carl Spielvogel,FALSE,"Council of American Ambassadors | Backer Spielvogel Bates Worldwide, Inc. | The Colin Powell Fellows | SUNY | The Diamonstein Spielvogel Foundation Inc",Metropolitan Museum of Art,Board
2013,Emeritus,Oscar L. Tang ,Oscar L. Tang,FALSE,New York Philharmonic | The Tang Institute | Phillips Academy | Gordon Parks Foundation | Tang Family Scholarship Fund,Metropolitan Museum of Art,Board
2013,Emeritus,Allan Weissglass ,Allan Weissglass,FALSE,The Freshkills Park Alliance | Richmond University Medical Center | The Staten Island Foundation | Liberty Mutual Insurance Co. | The Roberta And Allan Weissglass Foundation Inc,Metropolitan Museum of Art,Board
2013,Emeritus,Malcolm H. Wiener ,Malcolm H. Wiener,FALSE,"American School of Classical Studies at Athens | Council on Foreign Relations | American Academy of Arts and Sciences | the Archaeological Institute of America | the Austrian Academy of Sciences | the Austrian Archaeological Institute | the German Archaeological Institute | the Royal Swedish Academy of Letters | History and Antiquities | the Society of Antiquaries of London | the Ordre des Arts et des Lettres of France | Malcolm Hewitt Wiener Foundation, Inc.",Metropolitan Museum of Art,Board
2013,Emeritus,Jayne Wrightsman ,Jayne Wrightsman,FALSE,,Metropolitan Museum of Art,Board
2013,Honorary chairman,David Rockefeller,David Rockefeller,FALSE,,Museum of Modern Art,Board
2013,Honorary chairman,Ronald S. Lauder,Ronald S. Lauder,FALSE,,Museum of Modern Art,Board
2013,Chairman emeritus,Robert B. Menschel,Robert B. Menschel,FALSE,,Museum of Modern Art,Board
2013,President Emerita,Agnes Gund,Agnes Gund,FALSE,,Museum of Modern Art,Board
2013,President Emeritus,Donald B. Marron,Donald B. Marron,FALSE,,Museum of Modern Art,Board
2013,Chairman,Jerry I. Speyer,Jerry I. Speyer,FALSE,,Museum of Modern Art,Board
2013,President,Marie-Josée Kravis,Marie-Josée Kravis,FALSE,,Museum of Modern Art,Board
2013,Vice Chairman,Sid R. Bass,Sid R. Bass,FALSE,,Museum of Modern Art,Board
2013,Vice Chairman,Leon D. Black,Leon D. Black,FALSE,,Museum of Modern Art,Board
2013,Vice Chairman,Mimi Haas,Mimi Haas,FALSE,,Museum of Modern Art,Board
2013,Vice Chairman,Richard E. Salomon,Richard E. Salomon,FALSE,,Museum of Modern Art,Board
2013,Director,Glenn D. Lowry,Glenn D. Lowry,FALSE,,Museum of Modern Art,Board
2013,Assistant Treasurer,James Gara,James Gara,FALSE,,Museum of Modern Art,Board
2013,Secretary,Patty Lipshutz,Patty Lipshutz,FALSE,,Museum of Modern Art,Board
2013,Trustee,Wallis Annenberg,Wallis Annenberg,FALSE,,Museum of Modern Art,Board
2013,Trustee,Sid R. Bass,Sid R. Bass,FALSE,,Museum of Modern Art,Board
2013,Trustee,Lawrence B. Benenson,Lawrence B. Benenson,FALSE,,Museum of Modern Art,Board
2013,Trustee,Leon D. Black,Leon D. Black,FALSE,,Museum of Modern Art,Board
2013,Trustee,Clarissa Alcock Bronfman,Clarissa Alcock Bronfman,FALSE,,Museum of Modern Art,Board
2013,Trustee,Patricia Phelps de Cisneros,Patricia Phelps de Cisneros,FALSE,,Museum of Modern Art,Board
2013,Trustee,Paula Crown,Paula Crown,FALSE,,Museum of Modern Art,Board
2013,Trustee,David Dechman,David Dechman,FALSE,,Museum of Modern Art,Board
2013,Trustee,Glenn Dubin,Glenn Dubin,FALSE,,Museum of Modern Art,Board
2013,Trustee,John Elkann,John Elkann,FALSE,,Museum of Modern Art,Board
2013,Trustee,Laurence Fink,Laurence Fink,FALSE,,Museum of Modern Art,Board
2013,Trustee,Kathleen Fuld,Kathleen Fuld,FALSE,,Museum of Modern Art,Board
2013,Trustee,Howard Gardner,Howard Gardner,FALSE,,Museum of Modern Art,Board
2013,Trustee,Anne Dias Griffin,Anne Dias Griffin,FALSE,,Museum of Modern Art,Board
2013,Trustee,Mimi Haas,Mimi Haas,FALSE,,Museum of Modern Art,Board
2013,Trustee,Alexandra A. Herzan,Alexandra A. Herzan,FALSE,,Museum of Modern Art,Board
2013,Trustee,Marlene Hess,Marlene Hess,FALSE,New York Stem Cell Foundation | Hess Foundation,Museum of Modern Art,Board
2014,Trustee,Ronnie Hayman,Ronnie Hayman,FALSE,,Museum of Modern Art,Board
2013,Trustee,AC Hudgins,AC Hudgins,FALSE,,Museum of Modern Art,Board
2013,Trustee,Jill Kraus,Jill Kraus,FALSE,,Museum of Modern Art,Board
2013,Trustee,Marie-Josée Kravis,Marie-Josée Kravis,FALSE,,Museum of Modern Art,Board
2013,Trustee,Thomas H. Lee,Thomas H. Lee,FALSE,,Museum of Modern Art,Board
2013,Trustee,Michael Lynne,Michael Lynne,FALSE,,Museum of Modern Art,Board
2013,Trustee,Philip S. Niarchos,Philip S. Niarchos,FALSE,,Museum of Modern Art,Board
2013,Trustee,James G. Niven,James G. Niven,FALSE,,Museum of Modern Art,Board
2013,Trustee,Peter Norton,Peter Norton,FALSE,,Museum of Modern Art,Board
2014,Trustee,Daniel S. Och,Daniel S. Och,FALSE,,Museum of Modern Art,Board
2013,Trustee,Maja Oeri,Maja Oeri,FALSE,,Museum of Modern Art,Board
2013,Trustee,Michael S. Ovitz,Michael S. Ovitz,FALSE,,Museum of Modern Art,Board
2013,Trustee,Richard D. Parsons,Richard D. Parsons,FALSE,,Museum of Modern Art,Board
2013,Trustee,Ronald O. Perelman,Ronald O. Perelman,FALSE,,Museum of Modern Art,Board
2013,Trustee,Sharon Percy Rockefeller,Sharon Percy Rockefeller,FALSE,,Museum of Modern Art,Board
2013,Trustee,Marcus Samuelsson,Marcus Samuelsson,FALSE,,Museum of Modern Art,Board
2013,Trustee,Anna Deavere Smith,Anna Deavere Smith,FALSE,,Museum of Modern Art,Board
2013,Trustee,Jerry I. Speyer,Jerry I. Speyer,FALSE,,Museum of Modern Art,Board
2013,Trustee,Ricardo Steinbruch,Ricardo Steinbruch,FALSE,,Museum of Modern Art,Board
2013,Trustee,Alice M. Tisch,Alice M. Tisch,FALSE,,Museum of Modern Art,Board
2013,Trustee,Gary Winnick,Gary Winnick,FALSE,,Museum of Modern Art,Board
2013,Life trustee,Eli Broad,Eli Broad,FALSE,,Museum of Modern Art,Board
2013,Life trustee,Douglas S. Cramer,Douglas S. Cramer,FALSE,,Museum of Modern Art,Board
2013,Life trustee,Joel S. Ehrenkranz,Joel S. Ehrenkranz,FALSE,,Museum of Modern Art,Board
2013,Life trustee,Gianluigi Gabetti,Gianluigi Gabetti,FALSE,,Museum of Modern Art,Board
2013,Life trustee,Barbara Jakobson,Barbara Jakobson,FALSE,,Museum of Modern Art,Board
2013,Life trustee,Werner H. Kramarsky,Werner H. Kramarsky,FALSE,,Museum of Modern Art,Board
2013,Life trustee,June Noble Larkin,June Noble Larkin,FALSE,,Museum of Modern Art,Board
2013,Life trustee,Donald B. Marron,Donald B. Marron,FALSE,,Museum of Modern Art,Board
2013,Life trustee,Robert B. Menschel,Robert B. Menschel,FALSE,,Museum of Modern Art,Board
2013,Life trustee,Peter G. Peterson,Peter G. Peterson,FALSE,,Museum of Modern Art,Board
2013,Life trustee,Emily Rauh Pulitzer,Emily Rauh Pulitzer,FALSE,,Museum of Modern Art,Board
2013,Life trustee,Anna Marie Shapiro,Anna Marie Shapiro,#REF!,,Museum of Modern Art,Board
2013,Life trustee,Jeanne C. Thayer,Jeanne C. Thayer,FALSE,,Museum of Modern Art,Board
2013,Life trustee,Joan Tisch,Joan Tisch,FALSE,,Museum of Modern Art,Board
2013,Life trustee,Edgar Wachenheim III,Edgar Wachenheim III,FALSE,,Museum of Modern Art,Board
2013,Director,Klaus Biesenbach,Klaus Biesenbach,FALSE,The Julia Stoschek Foundation,MOMA PS1,Board
2013,Chairman,Agnes Gund,Agnes Gund,FALSE,National Council on the Arts | the Agnes Gund Foundation,MOMA PS1,Board
2013,Vice Chairman,Philip E. Aarons,Philip E. Aarons,FALSE,the Public Design Commission of the City of New York | Public Development Corporation ,MOMA PS1,Board
2013,Treasurer,John Comfort,John Comfort,FALSE,,MOMA PS1,Board
2013,Trustee,Sheikha Hoor Al-Qasimi,Sheikha Hoor Al-Qasimi,FALSE,Sharjah Art Foundation,MOMA PS1,Board
2013,Trustee,Richard Chang,Richard Chang,FALSE,Tira Holdings,MOMA PS1,Board
2013,Trustee,Angela Chao,Angela Chao,FALSE,the Shanghai Mulan Education Foundation | Foremost Foundation,MOMA PS1,Board
2013,Trustee,Dana Farouki,Dana Farouki,FALSE,Art Dubai ,MOMA PS1,Board
2013,Trustee,Lex Fenwick,Lex Fenwick,FALSE,Dow Jones & Company | Bloomberg L.P.,MOMA PS1,Board
2013,Trustee,Wendy Fisher,Wendy Fisher,FALSE,Guggenheim Museum,MOMA PS1,Board
2013,Trustee,Adriana Cisneros de Griffin,Adriana Cisneros de Griffin,FALSE,Cisneros,MOMA PS1,Board
2013,Trustee,Susan Hayden,Susan Hayden,FALSE,Metropolitan Museum of Art,MOMA PS1,Board
2013,Trustee,Adam Kimmel,Adam Kimmel,FALSE,,MOMA PS1,Board
2013,Trustee,Sydie Lansing,Sydie Lansing,FALSE,,MOMA PS1,Board
2013,Trustee,Jennifer McSweeney,Jennifer McSweeney,FALSE,The Penny McCall Foundation,MOMA PS1,Board
2013,Trustee,Peter Norton,Peter Norton,FALSE,Peter Norton Family Foundation,MOMA PS1,Board
2013,Trustee,Diana Widmaier Picasso,Diana Widmaier Picasso,FALSE,Metropolitan Museum of Art in New York,MOMA PS1,Board
2013,Trustee,Cindy Sherman,Cindy Sherman,FALSE,contemporary art,MOMA PS1,Board
2013,Trustee,Tom Slaughter,Tom Slaughter,FALSE,,MOMA PS1,Board
2013,Trustee,Julia Stoschek,Julia Stoschek,FALSE,,MOMA PS1,Board
2013,Trustee,Beth Swofford,Beth Swofford,FALSE,Creative Artists Agency| Performance Art Committee,MOMA PS1,Board
2013,Trustee,David Teiger,David Teiger,FALSE,Painting & Sculpture,MOMA PS1,Board
2013,Trustee,Mickalene Thomas,Mickalene Thomas,FALSE,,MOMA PS1,Board
2013,Chairman,Gary W. Parr,Gary W. Parr,FALSE,Lazard,New York Philharmonic,Board
2013,Executive Director,Matthew VanBesien,Matthew VanBesien,FALSE, New York Philharmonic ,New York Philharmonic,Board
2013,Secretary,Daisy M. Soros,Daisy M. Soros,FALSE,,New York Philharmonic,Board
2013,Treasurer,Timothy M. George,Timothy M. George,FALSE,,New York Philharmonic,Board
2013,Director,Lawrence D. Ackman,Lawrence D. Ackman,FALSE,,New York Philharmonic,Board
2013,Director,Alec Baldwin,Alec Baldwin,FALSE,,New York Philharmonic,Board
2013,Director,Joshua Bell,Joshua Bell,FALSE,,New York Philharmonic,Board
2013,Director,Dr. Clemens Börsig,Dr. Clemens Börsig,FALSE,,New York Philharmonic,Board
2014,Director,Yefim Bronfman,Yefim Bronfman,FALSE,,New York Philharmonic,Board
2013,Director,Kenneth A. Buckfire,Kenneth A. Buckfire,FALSE,,New York Philharmonic,Board
2013,Director,James E. Buckman,James E. Buckman,FALSE,,New York Philharmonic,Board
2013,Director,Laura Chang,Laura Chang,FALSE,,New York Philharmonic,Board
2014,Director,Angela Chen,Angela Chen,FALSE,,New York Philharmonic,Board
2013,Director,Diane Chesin,Diane Chesin,FALSE,,New York Philharmonic,Board
2013,Director,Peter D. Cummings,Peter D. Cummings,FALSE,,New York Philharmonic,Board
2013,Director,Toos N. Daruvala,Toos N. Daruvala,FALSE,,New York Philharmonic,Board
2013,Director,Lodewijk J.R. de Vink,Lodewijk J.R. de Vink,FALSE,,New York Philharmonic,Board
2014,Director,Carol Fiorello,Carol Fiorello,FALSE,,New York Philharmonic,Board
2013,Director,J. Christopher Flowers,J. Christopher Flowers,FALSE,,New York Philharmonic,Board
2013,Director,Daria L. Foster,Daria L. Foster,FALSE,,New York Philharmonic,Board
2013,Director,Annabelle K. Garrett,Annabelle K. Garrett,FALSE,,New York Philharmonic,Board
2013,Director,Whoopi Goldberg,Whoopi Goldberg,FALSE,,New York Philharmonic,Board
2013,Director,Paul B. Guenther,Paul B. Guenther,FALSE,,New York Philharmonic,Board
2013,Director,Gurnee F. Hart,Gurnee F. Hart,FALSE,,New York Philharmonic,Board
2013,Director,Gerald L. Hassell,Gerald L. Hassell,FALSE,,New York Philharmonic,Board
2013,Director,"Robert S. Hekemian, Jr.","Robert S. Hekemian, Jr.",FALSE,,New York Philharmonic,Board
2013,Director,C. Robert Henrikson,C. Robert Henrikson,FALSE,,New York Philharmonic,Board
2013,Director,Ludmila Schwarzenberg Hess,Ludmila Schwarzenberg Hess,FALSE,,New York Philharmonic,Board
2013,Director,Stephen Heyer,Stephen Heyer,FALSE,,New York Philharmonic,Board
2013,Director,Ann Johnson,Ann Johnson,FALSE,,New York Philharmonic,Board
2013,Director,Peter Jungen,Peter Jungen,FALSE,,New York Philharmonic,Board
2013,Director,Mitsuhiko Kawai,Mitsuhiko Kawai,FALSE,,New York Philharmonic,Board
2013,Director,H. Frederick Krimendahl II,H. Frederick Krimendahl II,FALSE,,New York Philharmonic,Board
2013,Director,Honey M. Kurtz,Honey M. Kurtz,FALSE,,New York Philharmonic,Board
2013,Director,Christian A. Lange,Christian A. Lange,FALSE,,New York Philharmonic,Board
2013,Director,Karen T. LeFrak,Karen T. LeFrak,FALSE,,New York Philharmonic,Board
2013,Director,"William M. Lewis, Jr.","William M. Lewis, Jr.",FALSE,,New York Philharmonic,Board
2013,Director,Alan S. MacDonald,Alan S. MacDonald,FALSE,,New York Philharmonic,Board
2013,Director,Peter W. May,Peter W. May,FALSE,,New York Philharmonic,Board
2013,Director,"Harold Mitchell, AC","Harold Mitchell, AC",FALSE,,New York Philharmonic,Board
2013,Director,Lizabeth A. Newman,Lizabeth A. Newman,FALSE,,New York Philharmonic,Board
2013,Director,Charles F. Niemeth,Charles F. Niemeth,FALSE,,New York Philharmonic,Board
2013,Director,"C. Allen Parker, Esq.","C. Allen Parker, Esq.",FALSE,,New York Philharmonic,Board
2013,Director,Itzhak Perlman,Itzhak Perlman,FALSE,,New York Philharmonic,Board
2013,Director,Joel I. Picket,Joel I. Picket,FALSE,,New York Philharmonic,Board
2013,Director,Antonio Quintella,Antonio Quintella,FALSE,,New York Philharmonic,Board
2013,Director,Susan Rose,Susan Rose,FALSE,,New York Philharmonic,Board
2013,Director,Carol D. Schaefer,Carol D. Schaefer,FALSE,,New York Philharmonic,Board
2013,Director,Oscar S. Schafer,Oscar S. Schafer,FALSE,,New York Philharmonic,Board
2013,Director,Shirley Bacot Shamel,Shirley Bacot Shamel,FALSE,,New York Philharmonic,Board
2013,Director,Larry A. Silverstein,Larry A. Silverstein,FALSE,,New York Philharmonic,Board
2014,Director,Motumu Takahashi,Motumu Takahashi,FALSE,,New York Philharmonic,Board
2013,Director,Oscar L. Tang,Oscar L. Tang,FALSE,,New York Philharmonic,Board
2013,Director,Pamela Thomas-Graham,Pamela Thomas-Graham,FALSE,,New York Philharmonic,Board
2013,Director,Bobby Tudor,Bobby Tudor,FALSE,,New York Philharmonic,Board
2013,Director,Ronald J. Ulrich,Ronald J. Ulrich,FALSE,,New York Philharmonic,Board
2014,Director,Daria L. Wallach,Daria L. Wallach,FALSE,,New York Philharmonic,Board
2014,Director,Mary L. Wallach,Mary L. Wallach,FALSE,,New York Philharmonic,Board
2013,Director,Sandra F. Warshawsky,Sandra F. Warshawsky,FALSE,,New York Philharmonic,Board
2013,Chairman Emeritus,Paul B. Guenther,Paul B. Guenther,FALSE,,New York Philharmonic,Board
2013,Chairman Emeritus,Carlos Moseley,Carlos Moseley,FALSE,,New York Philharmonic,Board
2013,Director Emeritus,Donald Blinken,Donald Blinken,FALSE,,New York Philharmonic,Board
2013,Director Emeritus,Edith S. Bouriez,Edith S. Bouriez,FALSE,,New York Philharmonic,Board
2013,Director Emeritus,Dale M. Frehse,Dale M. Frehse,FALSE,,New York Philharmonic,Board
2013,Director Emeritus,Gunther E. Greiner,Gunther E. Greiner,FALSE,,New York Philharmonic,Board
2013,Director Emeritus,William J. McDonough,William J. McDonough,FALSE,,New York Philharmonic,Board
2013,Director Emeritus,Phyllis J. Mills,Phyllis J. Mills,FALSE,,New York Philharmonic,Board
2013,Director Emeritus,Donald A. Pels,Donald A. Pels,FALSE,,New York Philharmonic,Board
2013,Director Emeritus,Paula L. Root,Paula L. Root,FALSE,,New York Philharmonic,Board
2013,Director Emeritus,Benjamin M. Rosen,Benjamin M. Rosen,FALSE,,New York Philharmonic,Board
2013,Director Emeritus,Joel E. Smilow,Joel E. Smilow,FALSE,,New York Philharmonic,Board
2013,Director Emeritus,Stephen Stamas,Stephen Stamas,FALSE,,New York Philharmonic,Board
2013,Chairman,Sanford I. Weill,Sanford I. Weill,FALSE, Citigroup| National Academy Foundation,Carnegie Hall,Board
2013,Vice Chairman,Mercedes T. Bass,Mercedes T. Bass,FALSE,Aspen Institute | the American Academy in Rome,Carnegie Hall,Board
2013,Vice Chairman,Clarissa Alcock Bronfman,Clarissa Alcock Bronfman,FALSE,,Carnegie Hall,Board
2013,Vice Chairman,Klaus Jacobs,Klaus Jacobs,FALSE,"Brach's Confections, Inc. ",Carnegie Hall,Board
2013,Vice Chairman,Peter W. May,Peter W. May,FALSE,the Leni and Peter May Family Foundation | Trian,Carnegie Hall,Board
2013,Vice Chairman,Ronald O. Perelman,Ronald O. Perelman,FALSE,the Weill Family Foundation,Carnegie Hall,Board
2013,Vice Chairman,Burton P. Resnick,Burton P. Resnick,FALSE,Development Corporation for Israel. ,Carnegie Hall,Board
2013,Secretary,Kenneth J. Bialkin,Kenneth J. Bialkin,FALSE,"Skadden, Arps, Slate, Meagher & Flom LLP | The Travelers Companies, Inc.",Carnegie Hall,Board
2013,Treasurer,Edward C. Forst,Edward C. Forst,FALSE,"Goldman, Sachs & Co. | the firm\s Management Committee | Harvard University",Carnegie Hall,Board
2013,Executive and Artistic Director,Clive Gillenson,Clive Gillenson,FALSE,the London Symphony Orchestra cello section | the Association of British Orchestras,Carnegie Hall,Board
2013,Chairman Emeritus,Richard A. Debs,Richard A. Debs,FALSE,Morgan Stanley | R.A. Debs & Co.| the Barenboim Said Foundation,Carnegie Hall,Board
2013,Chairman Emeritus,James D. Wolfensohn,James D. Wolfensohn,FALSE,World Bank Group |  Rockefeller Foundation | Wolfensohn Family Foundation | Jerusalem Foundation ,Carnegie Hall,Board
2013,Trustee,Earle S. Altman,Earle S. Altman,FALSE,"ABS Partners Real Estate, LLC | The Realty Foundation of New York",Carnegie Hall,Board
2013,Trustee,Martina Arroyo,Martina Arroyo,FALSE,Martina Arroyo Foundation,Carnegie Hall,Board
2013,Trustee,Emanuel Ax,Emanuel Ax,FALSE,,Carnegie Hall,Board
2013,Trustee,Mercedes T. Bass,Mercedes T. Bass,FALSE,,Carnegie Hall,Board
2013,Trustee,Norton Belknap,Norton Belknap,FALSE, SPP USA Inc. ,Carnegie Hall,Board
