First year,Position,Name,Trimmed,Affiliation,Institution,Type
2013,Vice Chairman,Leon D. Black,Leon D. Black,,Museum of Modern Art,Board
2013,Vice Chairman,Mimi Haas,Mimi Haas,,Museum of Modern Art,Board
2013,Vice Chairman,Richard E. Salomon,Richard E. Salomon,,Museum of Modern Art,Board
2013,Director,Glenn D. Lowry,Glenn D. Lowry,,Museum of Modern Art,Board
2013,Assistant Treasurer,James Gara,James Gara,,Museum of Modern Art,Board
2013,Secretary,Patty Lipshutz,Patty Lipshutz,,Museum of Modern Art,Board
2013,Trustee,Wallis Annenberg,Wallis Annenberg,,Museum of Modern Art,Board
2013,Trustee,Sid R. Bass,Sid R. Bass,,Museum of Modern Art,Board
2013,Trustee,Lawrence B. Benenson,Lawrence B. Benenson,,Museum of Modern Art,Board
2013,Trustee,Leon D. Black,Leon D. Black,,Museum of Modern Art,Board
2013,Trustee,Clarissa Alcock Bronfman,Clarissa Alcock Bronfman,,Museum of Modern Art,Board
2013,Trustee,Patricia Phelps de Cisneros,Patricia Phelps de Cisneros,,Museum of Modern Art,Board
2013,Trustee,Paula Crown,Paula Crown,,Museum of Modern Art,Board
2013,Trustee,David Dechman,David Dechman,,Museum of Modern Art,Board
2013,Trustee,Glenn Dubin,Glenn Dubin,,Museum of Modern Art,Board
2013,Trustee,John Elkann,John Elkann,,Museum of Modern Art,Board
2013,Trustee,Laurence Fink,Laurence Fink,,Museum of Modern Art,Board
2013,Trustee,Kathleen Fuld,Kathleen Fuld,,Museum of Modern Art,Board
2013,Trustee,Howard Gardner,Howard Gardner,,Museum of Modern Art,Board
2013,Trustee,Anne Dias Griffin,Anne Dias Griffin,,Museum of Modern Art,Board
2013,Trustee,Mimi Haas,Mimi Haas,,Museum of Modern Art,Board
2013,Trustee,Alexandra A. Herzan,Alexandra A. Herzan,,Museum of Modern Art,Board
2013,Trustee,Marlene Hess,Marlene Hess,,Museum of Modern Art,Board
2014,Trustee,Ronnie Hayman,Ronnie Hayman,,Museum of Modern Art,Board
2013,Trustee,AC Hudgins,AC Hudgins,,Museum of Modern Art,Board
2013,Trustee,Jill Kraus,Jill Kraus,,Museum of Modern Art,Board
2013,Trustee,Marie-Josée Kravis,Marie-Josée Kravis,,Museum of Modern Art,Board
2013,Trustee,Thomas H. Lee,Thomas H. Lee,,Museum of Modern Art,Board
2013,Trustee,Michael Lynne,Michael Lynne,,Museum of Modern Art,Board
2013,Trustee,Philip S. Niarchos,Philip S. Niarchos,,Museum of Modern Art,Board
2013,Trustee,James G. Niven,James G. Niven,,Museum of Modern Art,Board
2013,Trustee,Peter Norton,Peter Norton,,Museum of Modern Art,Board
2014,Trustee,Daniel S. Och,Daniel S. Och,,Museum of Modern Art,Board
2013,Trustee,Maja Oeri,Maja Oeri,,Museum of Modern Art,Board
2013,Trustee,Michael S. Ovitz,Michael S. Ovitz,,Museum of Modern Art,Board
2013,Trustee,Richard D. Parsons,Richard D. Parsons,,Museum of Modern Art,Board
2013,Trustee,Ronald O. Perelman,Ronald O. Perelman,,Museum of Modern Art,Board
2013,Trustee,Sharon Percy Rockefeller,Sharon Percy Rockefeller,,Museum of Modern Art,Board
2013,Trustee,Marcus Samuelsson,Marcus Samuelsson,,Museum of Modern Art,Board
2013,Trustee,Anna Deavere Smith,Anna Deavere Smith,,Museum of Modern Art,Board
2013,Trustee,Jerry I. Speyer,Jerry I. Speyer,,Museum of Modern Art,Board
2013,Trustee,Ricardo Steinbruch,Ricardo Steinbruch,,Museum of Modern Art,Board
2013,Trustee,Alice M. Tisch,Alice M. Tisch,,Museum of Modern Art,Board
2013,Trustee,Gary Winnick,Gary Winnick,,Museum of Modern Art,Board
2013,Life trustee,Eli Broad,Eli Broad,,Museum of Modern Art,Board
2013,Life trustee,Douglas S. Cramer,Douglas S. Cramer,,Museum of Modern Art,Board
2013,Life trustee,Joel S. Ehrenkranz,Joel S. Ehrenkranz,,Museum of Modern Art,Board
2013,Life trustee,Gianluigi Gabetti,Gianluigi Gabetti,,Museum of Modern Art,Board
2013,Life trustee,Barbara Jakobson,Barbara Jakobson,,Museum of Modern Art,Board
2013,Life trustee,Werner H. Kramarsky,Werner H. Kramarsky,,Museum of Modern Art,Board
2013,Life trustee,June Noble Larkin,June Noble Larkin,,Museum of Modern Art,Board
2013,Life trustee,Donald B. Marron,Donald B. Marron,,Museum of Modern Art,Board
2013,Life trustee,Robert B. Menschel,Robert B. Menschel,,Museum of Modern Art,Board
2013,Life trustee,Peter G. Peterson,Peter G. Peterson,,Museum of Modern Art,Board
2013,Life trustee,Emily Rauh Pulitzer,Emily Rauh Pulitzer,,Museum of Modern Art,Board
2013,Life trustee,David Rockefeller,David Rockefeller,,Museum of Modern Art,Board
2013,Life trustee,Anna Marie Shapiro,Anna Marie Shapiro,,Museum of Modern Art,Board
2013,Life trustee,Jeanne C. Thayer,Jeanne C. Thayer,,Museum of Modern Art,Board
2013,Life trustee,Joan Tisch,Joan Tisch,,Museum of Modern Art,Board
2013,Life trustee,Edgar Wachenheim III,Edgar Wachenheim III,,Museum of Modern Art,Board
2013,Director,Klaus Biesenbach,Klaus Biesenbach,,MOMA PS1,Board
2013,Chairman,Agnes Gund,Agnes Gund,,MOMA PS1,Board
2013,Vice Chairman,Philip E. Aarons,Philip E. Aarons,,MOMA PS1,Board
2013,Treasurer,John Comfort,John Comfort,,MOMA PS1,Board
2013,Trustee,Sheikha Hoor Al-Qasimi,Sheikha Hoor Al-Qasimi,,MOMA PS1,Board
2013,Trustee,Richard Chang,Richard Chang,,MOMA PS1,Board
2013,Trustee,Angela Chao,Angela Chao,,MOMA PS1,Board
2013,Trustee,Dana Farouki,Dana Farouki,,MOMA PS1,Board
2013,Trustee,Lex Fenwick,Lex Fenwick,,MOMA PS1,Board
2013,Trustee,Wendy Fisher,Wendy Fisher,,MOMA PS1,Board
2013,Trustee,Adriana Cisneros de Griffin,Adriana Cisneros de Griffin,,MOMA PS1,Board
2013,Trustee,Susan Hayden,Susan Hayden,,MOMA PS1,Board
2013,Trustee,Adam Kimmel,Adam Kimmel,,MOMA PS1,Board
2013,Trustee,Sydie Lansing,Sydie Lansing,,MOMA PS1,Board
2013,Trustee,Jennifer McSweeney,Jennifer McSweeney,,MOMA PS1,Board
2013,Trustee,Peter Norton,Peter Norton,,MOMA PS1,Board
2013,Trustee,Diana Widmaier Picasso,Diana Widmaier Picasso,,MOMA PS1,Board
2013,Trustee,Cindy Sherman,Cindy Sherman,,MOMA PS1,Board
2013,Trustee,Tom Slaughter,Tom Slaughter,,MOMA PS1,Board
2013,Trustee,Julia Stoschek,Julia Stoschek,,MOMA PS1,Board
2013,Trustee,Beth Swofford,Beth Swofford,,MOMA PS1,Board
2013,Trustee,David Teiger,David Teiger,,MOMA PS1,Board
2013,Trustee,Mickalene Thomas,Mickalene Thomas,,MOMA PS1,Board
2013,Chairman,Gary W. Parr,Gary W. Parr,,New York Philharmonic,Board
2013,Executive Director,Matthew VanBesien,Matthew VanBesien,,New York Philharmonic,Board
2013,Secretary,Daisy M. Soros,Daisy M. Soros,,New York Philharmonic,Board
2013,Treasurer,Timothy M. George,Timothy M. George,,New York Philharmonic,Board
2013,Director,Lawrence D. Ackman,Lawrence D. Ackman,,New York Philharmonic,Board
2013,Director,Alec Baldwin,Alec Baldwin,,New York Philharmonic,Board
2013,Director,Joshua Bell,Joshua Bell,,New York Philharmonic,Board
2013,Director,Dr. Clemens Börsig,Dr. Clemens Börsig,,New York Philharmonic,Board
2014,Director,Yefim Bronfman,Yefim Bronfman,,New York Philharmonic,Board
2013,Director,Kenneth A. Buckfire,Kenneth A. Buckfire,,New York Philharmonic,Board
2013,Director,James E. Buckman,James E. Buckman,,New York Philharmonic,Board
2013,Director,Laura Chang,Laura Chang,,New York Philharmonic,Board
2014,Director,Angela Chen,Angela Chen,,New York Philharmonic,Board
2013,Director,Diane Chesin,Diane Chesin,,New York Philharmonic,Board
2013,Director,Peter D. Cummings,Peter D. Cummings,,New York Philharmonic,Board
2013,Director,Toos N. Daruvala,Toos N. Daruvala,,New York Philharmonic,Board
2013,Director,Lodewijk J.R. de Vink,Lodewijk J.R. de Vink,,New York Philharmonic,Board
2014,Director,Carol Fiorello,Carol Fiorello,,New York Philharmonic,Board
2013,Director,J. Christopher Flowers,J. Christopher Flowers,,New York Philharmonic,Board
2013,Director,Daria L. Foster,Daria L. Foster,,New York Philharmonic,Board
2013,Director,Annabelle K. Garrett,Annabelle K. Garrett,,New York Philharmonic,Board
2013,Director,Whoopi Goldberg,Whoopi Goldberg,,New York Philharmonic,Board
2013,Director,Paul B. Guenther,Paul B. Guenther,,New York Philharmonic,Board
2013,Director,Gurnee F. Hart,Gurnee F. Hart,,New York Philharmonic,Board
2013,Director,Gerald L. Hassell,Gerald L. Hassell,,New York Philharmonic,Board
2013,Director,"Robert S. Hekemian, Jr.","Robert S. Hekemian, Jr.",,New York Philharmonic,Board
2013,Director,C. Robert Henrikson,C. Robert Henrikson,,New York Philharmonic,Board
2013,Director,Ludmila Schwarzenberg Hess,Ludmila Schwarzenberg Hess,,New York Philharmonic,Board
2013,Director,Stephen Heyer,Stephen Heyer,,New York Philharmonic,Board
2013,Director,Ann Johnson,Ann Johnson,,New York Philharmonic,Board
2013,Director,Peter Jungen,Peter Jungen,,New York Philharmonic,Board
2013,Director,Mitsuhiko Kawai,Mitsuhiko Kawai,,New York Philharmonic,Board
2013,Director,H. Frederick Krimendahl II,H. Frederick Krimendahl II,,New York Philharmonic,Board
2013,Director,Honey M. Kurtz,Honey M. Kurtz,,New York Philharmonic,Board
2013,Director,Christian A. Lange,Christian A. Lange,,New York Philharmonic,Board
2013,Director,Karen T. LeFrak,Karen T. LeFrak,,New York Philharmonic,Board
2013,Director,"William M. Lewis, Jr.","William M. Lewis, Jr.",,New York Philharmonic,Board
2013,Director,Alan S. MacDonald,Alan S. MacDonald,,New York Philharmonic,Board
2013,Director,Peter W. May,Peter W. May,,New York Philharmonic,Board
2013,Director,"Harold Mitchell, AC","Harold Mitchell, AC",,New York Philharmonic,Board
2013,Director,Lizabeth A. Newman,Lizabeth A. Newman,,New York Philharmonic,Board
2013,Director,Charles F. Niemeth,Charles F. Niemeth,,New York Philharmonic,Board
2013,Director,"C. Allen Parker, Esq.","C. Allen Parker, Esq.",,New York Philharmonic,Board
2013,Director,Itzhak Perlman,Itzhak Perlman,,New York Philharmonic,Board
2013,Director,Joel I. Picket,Joel I. Picket,,New York Philharmonic,Board
2013,Director,Antonio Quintella,Antonio Quintella,,New York Philharmonic,Board
2013,Director,Susan Rose,Susan Rose,,New York Philharmonic,Board
2013,Director,Carol D. Schaefer,Carol D. Schaefer,,New York Philharmonic,Board
2013,Director,Oscar S. Schafer,Oscar S. Schafer,,New York Philharmonic,Board
2013,Director,Shirley Bacot Shamel,Shirley Bacot Shamel,,New York Philharmonic,Board
2013,Director,Larry A. Silverstein,Larry A. Silverstein,,New York Philharmonic,Board
2014,Director,Motumu Takahashi,Motumu Takahashi,,New York Philharmonic,Board
2013,Director,Oscar L. Tang,Oscar L. Tang,,New York Philharmonic,Board
2013,Director,Pamela Thomas-Graham,Pamela Thomas-Graham,,New York Philharmonic,Board
2013,Director,Bobby Tudor,Bobby Tudor,,New York Philharmonic,Board
2013,Director,Ronald J. Ulrich,Ronald J. Ulrich,,New York Philharmonic,Board
2014,Director,Daria L. Wallach,Daria L. Wallach,,New York Philharmonic,Board
2014,Director,Mary L. Wallach,Mary L. Wallach,,New York Philharmonic,Board
2013,Director,Sandra F. Warshawsky,Sandra F. Warshawsky,,New York Philharmonic,Board
2013,Chairman Emeritus,Paul B. Guenther,Paul B. Guenther,,New York Philharmonic,Board
2013,Chairman Emeritus,Carlos Moseley,Carlos Moseley,,New York Philharmonic,Board
2013,Director Emeritus,Donald Blinken,Donald Blinken,,New York Philharmonic,Board
2013,Director Emeritus,Edith S. Bouriez,Edith S. Bouriez,,New York Philharmonic,Board
2013,Director Emeritus,Dale M. Frehse,Dale M. Frehse,,New York Philharmonic,Board
2013,Director Emeritus,Gunther E. Greiner,Gunther E. Greiner,,New York Philharmonic,Board
2013,Director Emeritus,William J. McDonough,William J. McDonough,,New York Philharmonic,Board
2013,Director Emeritus,Phyllis J. Mills,Phyllis J. Mills,,New York Philharmonic,Board
2013,Director Emeritus,Donald A. Pels,Donald A. Pels,,New York Philharmonic,Board
2013,Director Emeritus,Paula L. Root,Paula L. Root,,New York Philharmonic,Board
2013,Director Emeritus,Benjamin M. Rosen,Benjamin M. Rosen,,New York Philharmonic,Board
2013,Director Emeritus,Joel E. Smilow,Joel E. Smilow,,New York Philharmonic,Board
2013,Director Emeritus,Stephen Stamas,Stephen Stamas,,New York Philharmonic,Board
2013,Chairman,Sanford I. Weill,Sanford I. Weill,,Carnegie Hall,Board
2013,Vice Chairman,Mercedes T. Bass,Mercedes T. Bass,,Carnegie Hall,Board
2013,Vice Chairman,Clarissa Alcock Bronfman,Clarissa Alcock Bronfman,,Carnegie Hall,Board
2013,Vice Chairman,Klaus Jacobs,Klaus Jacobs,,Carnegie Hall,Board
2013,Vice Chairman,Peter W. May,Peter W. May,,Carnegie Hall,Board
2013,Vice Chairman,Ronald O. Perelman,Ronald O. Perelman,,Carnegie Hall,Board
2013,Vice Chairman,Burton P. Resnick,Burton P. Resnick,,Carnegie Hall,Board
2013,Secretary,Kenneth J. Bialkin,Kenneth J. Bialkin,,Carnegie Hall,Board
2013,Treasurer,Edward C. Forst,Edward C. Forst,,Carnegie Hall,Board
2013,Executive and Artistic Director,Clive Gillenson,Clive Gillenson,,Carnegie Hall,Board
2013,Chairman Emeritus,Richard A. Debs,Richard A. Debs,,Carnegie Hall,Board
2013,Chairman Emeritus,James D. Wolfensohn,James D. Wolfensohn,,Carnegie Hall,Board
2013,Trustee,Earle S. Altman,Earle S. Altman,,Carnegie Hall,Board
2013,Trustee,Martina Arroyo,Martina Arroyo,,Carnegie Hall,Board
2013,Trustee,Emanuel Ax,Emanuel Ax,,Carnegie Hall,Board
2013,Trustee,Mercedes T. Bass,Mercedes T. Bass,,Carnegie Hall,Board
2013,Trustee,Norton Belknap,Norton Belknap,,Carnegie Hall,Board
2013,Trustee,Ronald E. Blaylock,Ronald E. Blaylock,,Carnegie Hall,Board
2013,Trustee,Nicola Bulgari,Nicola Bulgari,,Carnegie Hall,Board
2013,Trustee,Yoko Nagae Ceschina,Yoko Nagae Ceschina,,Carnegie Hall,Board
2013,Trustee,Gregory T. Durant,Gregory T. Durant,,Carnegie Hall,Board
2013,Trustee,Judith W. Evnin,Judith W. Evnin,,Carnegie Hall,Board
2013,Trustee,Anne M. Finucane,Anne M. Finucane,,Carnegie Hall,Board
2013,Trustee,Renée Fleming,Renée Fleming,,Carnegie Hall,Board
2013,Trustee,Edward C. Forst,Edward C. Forst,,Carnegie Hall,Board
2013,Trustee,Marina Kellen French,Marina Kellen French,,Carnegie Hall,Board
2013,Trustee,Clive Gillinson,Clive Gillinson,,Carnegie Hall,Board
2013,Trustee,The Honorable Roy M. Goodman,The Honorable Roy M. Goodman,,Carnegie Hall,Board
2013,Trustee,Marilyn Horne,Marilyn Horne,,Carnegie Hall,Board
2013,Trustee,Stephen R. Howe Jr.,Stephen R. Howe Jr.,,Carnegie Hall,Board
2013,Trustee,Frederick J. Iseman,Frederick J. Iseman,,Carnegie Hall,Board
2013,Trustee,Klaus Jacobs,Klaus Jacobs,,Carnegie Hall,Board
2013,Trustee,Robert W. Jones,Robert W. Jones,,Carnegie Hall,Board
2013,Trustee,Gilbert Kaplan,Gilbert Kaplan,,Carnegie Hall,Board
2013,Trustee,Mark E. Kingdon,Mark E. Kingdon,,Carnegie Hall,Board
2013,Trustee,Suzie Kovner,Suzie Kovner,,Carnegie Hall,Board
2013,Trustee,Robert K. Kraft,Robert K. Kraft,,Carnegie Hall,Board
2013,Trustee,Sallie L. Krawcheck,Sallie L. Krawcheck,,Carnegie Hall,Board
2013,Trustee,Lang Lang,Lang Lang,,Carnegie Hall,Board
2014,Trustee,Isabel Leonard,Isabel Leonard,,Carnegie Hall,Board
2013,Trustee,Robert I. Lipp,Robert I. Lipp,,Carnegie Hall,Board
2013,Trustee,Terry J. Lundgren,Terry J. Lundgren,,Carnegie Hall,Board
2013,Trustee,Yo-Yo Ma,Yo-Yo Ma,,Carnegie Hall,Board
2013,Trustee,Thomas G. Maheras,Thomas G. Maheras,,Carnegie Hall,Board
2013,Trustee,Peter W. May,Peter W. May,,Carnegie Hall,Board
2013,Trustee,Audra McDonald,Audra McDonald,,Carnegie Hall,Board
2013,Trustee,Harold McGraw III,Harold McGraw III,,Carnegie Hall,Board
2013,Trustee,Lester S. Morse Jr.,Lester S. Morse Jr.,,Carnegie Hall,Board
2013,Trustee,Dennis M. Nally,Dennis M. Nally,,Carnegie Hall,Board
2013,Trustee,Joshua L. Nash,Joshua L. Nash,,Carnegie Hall,Board
2013,Trustee,Frank N. Newman,Frank N. Newman,,Carnegie Hall,Board
2013,Trustee,Jessye Norman,Jessye Norman,,Carnegie Hall,Board
2013,Trustee,William G. Parrett,William G. Parrett,,Carnegie Hall,Board
2013,Trustee,Laura H. Pomerantz,Laura H. Pomerantz,,Carnegie Hall,Board
2013,Trustee,Don M. Randel,Don M. Randel,,Carnegie Hall,Board
2013,Trustee,Oscar de la Renta,Oscar de la Renta,,Carnegie Hall,Board
2013,Trustee,Burton P. Resnick,Burton P. Resnick,,Carnegie Hall,Board
2013,Trustee,Judith Rodin,Judith Rodin,,Carnegie Hall,Board
2013,Trustee,William D. Rondina,William D. Rondina,,Carnegie Hall,Board
2013,Trustee,Susan W. Rose,Susan W. Rose,,Carnegie Hall,Board
2013,Trustee,Charles M. Rosenthal,Charles M. Rosenthal,,Carnegie Hall,Board
2013,Trustee,Sana H. Sabbagh,Sana H. Sabbagh,,Carnegie Hall,Board
2013,Trustee,Suki Sandler,Suki Sandler,,Carnegie Hall,Board
2013,Trustee,Mrs. Julio Mario Santo Domingo,Mrs. Julio Mario Santo Domingo,,Carnegie Hall,Board
2013,Trustee,Dr. Thomas P. Sculco,Dr. Thomas P. Sculco,,Carnegie Hall,Board
2013,Trustee,Henry T. Segerstrom,Henry T. Segerstrom,,Carnegie Hall,Board
2013,Trustee,Stanley S. Shuman,Stanley S. Shuman,,Carnegie Hall,Board
2013,Trustee,David M. Siegel ,David M. Siegel,,Carnegie Hall,Board
2013,Trustee,Sir Howard Stringer,Sir Howard Stringer,,Carnegie Hall,Board
2013,Trustee,Kurt G. Strovink,Kurt G. Strovink,,Carnegie Hall,Board
2013,Trustee,S. Donald Sussman,S. Donald Sussman,,Carnegie Hall,Board
2013,Trustee,James Taylor,James Taylor,,Carnegie Hall,Board
2013,Trustee,Linda J. Wachner,Linda J. Wachner,,Carnegie Hall,Board
2013,Trustee,Judy Francis Zankel,Judy Francis Zankel,,Carnegie Hall,Board
2013,Trustee,John W. Zick,John W. Zick,,Carnegie Hall,Board
2013,Trustee,Ann Ziff,Ann Ziff,,Carnegie Hall,Board
2013,Honorary trustee,Ralph M. Baruch,Ralph M. Baruch,,Carnegie Hall,Board
2013,Honorary trustee,Pierre Boulez,Pierre Boulez,,Carnegie Hall,Board
2013,Honorary trustee,Roberta Peters,Roberta Peters,,Carnegie Hall,Board
2013,Honorary trustee,Felix G. Rohatyn,Felix G. Rohatyn,,Carnegie Hall,Board
2013,Honorary trustee,George T. Wein,George T. Wein,,Carnegie Hall,Board
2013,President,Marc S. Lipschultz,Marc S. Lipschultz,,92Y,Board
2013,Chairman of the Boad,Stuart J. Ellman*,Stuart J. Ellman*,,92Y,Board
2013,Treasurer/Chairman of the Finance Committee,Paul Levy,Paul Levy,,92Y,Board
2013,Secretary,Marcia Eppler Colvin,Marcia Eppler Colvin,,92Y,Board
2013,Director,Jody Gottfried Arnhold,Jody Gottfried Arnhold,,92Y,Board
2013,Director,"Arthur Aufses, MD","Arthur Aufses, MD",,92Y,Board
2013,Director,Glenn August,Glenn August,,92Y,Board
2013,Director,Catherine H. Behrend,Catherine H. Behrend,,92Y,Board
2013,Director,Laurence D. Belfer,Laurence D. Belfer,,92Y,Board
2013,Director,Claire Benenson,Claire Benenson,,92Y,Board
2013,Director,Michael Berland,Michael Berland,,92Y,Board
2013,Director,Len Blavatnik,Len Blavatnik,,92Y,Board
2013,Director,Thomas Block,Thomas Block,,92Y,Board
2013,Director,Matthew Bronfman*,Matthew Bronfman*,,92Y,Board
2013,Director,Kathy Chazen,Kathy Chazen,,92Y,Board
2013,Director,Andrew Crystal,Andrew Crystal,,92Y,Board
2013,Director,Richard Crystal,Richard Crystal,,92Y,Board
2013,Director,"Stanley Edelman, MD","Stanley Edelman, MD",,92Y,Board
2013,Director,Michael S. Feldberg,Michael S. Feldberg,,92Y,Board
2013,Director,Christy Ferer,Christy Ferer,,92Y,Board
2013,Director,Rick Gerson,Rick Gerson,,92Y,Board
2013,Director,Jeffrey B. Goldenberg,Jeffrey B. Goldenberg,,92Y,Board
2013,Director,Jane H. Goldman,Jane H. Goldman,,92Y,Board
2013,Director,Michael Goldstein*,Michael Goldstein*,,92Y,Board
2013,Director,Daniel R. Kaplan*,Daniel R. Kaplan*,,92Y,Board
2013,Director,Thomas S. Kaplan*,Thomas S. Kaplan*,,92Y,Board
2013,Director,Lori A. Kasowitz,Lori A. Kasowitz,,92Y,Board
2013,Director,Richard L. Kay,Richard L. Kay,,92Y,Board
2013,Director,Jonathan Korngold,Jonathan Korngold,,92Y,Board
2013,Director,Eric Lane,Eric Lane,,92Y,Board
2013,Director,Nancy Z. Lane,Nancy Z. Lane,,92Y,Board
2013,Director,Marc Lasry,Marc Lasry,,92Y,Board
2013,Director,William P. Lauder,William P. Lauder,,92Y,Board
2013,Director,Howard M. Lorber,Howard M. Lorber,,92Y,Board
2013,Director,Fredric Mack*,Fredric Mack*,,92Y,Board
2013,Director,Richard J. Mack,Richard J. Mack,,92Y,Board
2013,Director,Irwin Miller,Irwin Miller,,92Y,Board
2013,Director,Philip L. Milstein*,Philip L. Milstein*,,92Y,Board
2013,Director,Cheryl Minikes,Cheryl Minikes,,92Y,Board
2013,Director,Andrea Olshan,Andrea Olshan,,92Y,Board
2013,Director,Martin J. Oppenheimer,Martin J. Oppenheimer,,92Y,Board
2013,Director,John Paulson,John Paulson,,92Y,Board
2013,Director,Martin J. Rabinowitz,Martin J. Rabinowitz,,92Y,Board
2013,Director,David S. Rose,David S. Rose,,92Y,Board
2013,Director,Marcella Rosen,Marcella Rosen,,92Y,Board
2013,Director,Barry Rosenstein,Barry Rosenstein,,92Y,Board
2013,Director,Michael S. Roth,Michael S. Roth,,92Y,Board
2013,Director,"Gail Michele Saltz, MD","Gail Michele Saltz, MD",,92Y,Board
2013,Director,Mara Sandler,Mara Sandler,,92Y,Board
2013,Director,Curtis Schenker,Curtis Schenker,,92Y,Board
2013,Director,David M. Schizer,David M. Schizer,,92Y,Board
2013,Director,Dov Seidman,Dov Seidman,,92Y,Board
2013,Director,Oliver Stanton,Oliver Stanton,,92Y,Board
2013,Director,Ronald Stein,Ronald Stein,,92Y,Board
2013,Director,John Steinhardt,John Steinhardt,,92Y,Board
2013,Director,Stuart Sucherman,Stuart Sucherman,,92Y,Board
2013,Director,Bertram Teich,Bertram Teich,,92Y,Board
2013,Director,Joan Tisch,Joan Tisch,,92Y,Board
2013,Director,Eva Colin Usdan,Eva Colin Usdan,,92Y,Board
2013,Director,Kenneth L. Wallach,Kenneth L. Wallach,,92Y,Board
2013,Director,Caryn Zucker,Caryn Zucker,,92Y,Board
2013,Honorary Director,Clive Chajet,Clive Chajet,,92Y,Board
2013,Honorary Director,Jerome A. Chazen,Jerome A. Chazen,,92Y,Board
2013,Honorary Director,Gerald J. Grossman,Gerald J. Grossman,,92Y,Board
2013,Honorary Director,William H. Heyman,William H. Heyman,,92Y,Board
2013,Honorary Director,Joan L. Jacobson*,Joan L. Jacobson*,,92Y,Board
2013,Honorary Director,"Lee Katz, PhD","Lee Katz, PhD",,92Y,Board
2013,Honorary Director,Elena Hahn Kiam,Elena Hahn Kiam,,92Y,Board
2013,Honorary Director,Peter W. May,Peter W. May,,92Y,Board
2013,Honorary Director,Mitchell J. Nelson,Mitchell J. Nelson,,92Y,Board
2013,Honorary Director,Madeline I. Noveck,Madeline I. Noveck,,92Y,Board
2013,Honorary Director,Elihu Rose,Elihu Rose,,92Y,Board
2013,Honorary Director,Judith O. Rubin*,Judith O. Rubin*,,92Y,Board
2013,Honorary Director,Ruth S. Stanton,Ruth S. Stanton,,92Y,Board
2013,Honorary Director,Harriet Weintraub,Harriet Weintraub,,92Y,Board
2013,Honorary Director,Myrna Z. Weiss,Myrna Z. Weiss,,92Y,Board
2013,Chairman,James S. Tisch,James S. Tisch,,WNET,Board
2013,Vice Chairman,Charlotte Nichoson Ackert,Charlotte Nichoson Ackert,,WNET,Board
2013,Vice Chairman,Cheryl Milstein,Cheryl Milstein,,WNET,Board
2013,Vice-Chairman,Ann G. Tenenbaum,Ann G. Tenenbaum,,WNET,Board
2013,Vice-Chairman,Dirk Ziff,Dirk Ziff,,WNET,Board
2013,Trustee,Waheed Alli,Waheed Alli,,WNET,Board
2013,Trustee,John P. Arnhold,John P. Arnhold,,WNET,Board
2013,Trustee,Lisa M. Caputo,Lisa M. Caputo,,WNET,Board
2013,Trustee,Raymond G. Chambers,Raymond G. Chambers,,WNET,Board
2013,Trustee,Thomas J. Connolly,Thomas J. Connolly,,WNET,Board
2013,Trustee,Marina Kellen French,Marina Kellen French,,WNET,Board
2013,Trustee,Edward Grebow,Edward Grebow,,WNET,Board
2013,Trustee,Jeffrey Halis,Jeffrey Halis,,WNET,Board
2013,Trustee,Kitty Hawks,Kitty Hawks,,WNET,Board
2013,Trustee,Cecilia Healy Herbert,Cecilia Healy Herbert,,WNET,Board
2013,Trustee,Katherine Nouri Hughes,Katherine Nouri Hughes,,WNET,Board
2013,Trustee,Elise Jaffe,Elise Jaffe,,WNET,Board
2013,Trustee,Mark Kaplan,Mark Kaplan,,WNET,Board
2013,Trustee,David H. Koch,David H. Koch,,WNET,Board
2013,Trustee,John A. Levin ,John A. Levin,,WNET,Board
2013,Trustee,Daniel Levine,Daniel Levine,,WNET,Board
2013,Trustee,Carol Sutton Lewis,Carol Sutton Lewis,,WNET,Board
2013,Trustee,Thomas J. Moran,Thomas J. Moran,,WNET,Board
2013,Trustee,Michael Peterson,Michael Peterson,,WNET,Board
2013,Trustee,Judith Resnick,Judith Resnick,,WNET,Board
2013,Trustee,Shelley F. Rubin ,Shelley F. Rubin,,WNET,Board
2013,Trustee,Geoffrey K. Sands,Geoffrey K. Sands,,WNET,Board
2013,Trustee,Alejandro Santo Domingo,Alejandro Santo Domingo,,WNET,Board
2013,Trustee,Barry Shapiro ,Barry Shapiro,,WNET,Board
2013,Trustee,A.J.C. Smith,A.J.C. Smith,,WNET,Board
2013,Trustee,Daniel H. Stern,Daniel H. Stern,,WNET,Board
2013,Trustee,Paul P. Tanico,Paul P. Tanico,,WNET,Board
2013,Trustee,Leonard Tow,Leonard Tow,,WNET,Board
2013,Trustee,Thomas C. Uger,Thomas C. Uger,,WNET,Board
2013,Trustee,Diana Vagelos,Diana Vagelos,,WNET,Board
2013,Trustee,Rosalind P. Walter,Rosalind P. Walter,,WNET,Board
2013,Trustee,Claude Becker Wassterstein,Claude Becker Wassterstein,,WNET,Board
2013,Trustee,Josh S. Weston,Josh S. Weston,,WNET,Board
2013,Trustee,Jane Stoddard Williams,Jane Stoddard Williams,,WNET,Board
2013,Trustee,Paula Zahn,Paula Zahn,,WNET,Board
2013,Life Trustee,William F. Baker,William F. Baker,,WNET,Board
2013,Life Trustee,Ralph M. Baruch,Ralph M. Baruch,,WNET,Board
