TYPE,Name,ID,Institution,Amount,Year,amount_lb,amount_ub
DONOR,"Ellen L. Lichtenstein",713,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"William S. Lieberman",714,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Henry O. Lowe",715,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"The Henry Luce Foundation",716,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Maria-Gaetana Matisse",717,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Mildred Meier Charitable Trust",718,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Richard and Ronay Menschel",719,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Elizabeth and Richard Miller",720,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Harold Mills",721,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Francis Neilson Trust",722,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"New Tamarind Foundation",723,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Samuel I. Newhouse Foundation, Inc.",724,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Peter Norton Family Foundation",725,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Oceanic Heritage Foundation",726,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Alexander S. Onassis Public Benefit Foundation",727,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Joanne Pearson",728,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"S. Allyn Peck",729,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Assunta Sommella Peluso, Ignazio Peluso, Ada Peluso, and Romano I. Peluso",730,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"David A. Powers",731,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Mr. and Mrs. Charles Price",732,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Alan and Jill Rappaport",733,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Katharine and William Rayner",734,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Dr. and Mrs. James S. Reibel",735,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Frank E. Richardson Joseph Rosen Foundation",736,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Mr. and Mrs. E. John Rosenwald, Jr.",737,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Laura G. and James J. Ross",738,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Jack and Susan Rudin",739,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"The Derald H. Ruttenberg Foundation",740,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Dr. and Mrs. Raymond R. Sackler",741,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Samsung Foundation of Culture",742,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Alejandro Santo Domingo",743,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"The Morris and Alma Schapiro Fund",744,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Mr. and Mrs. Marvin H. Schein",745,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Mr. and Mrs. David T. Schiff",746,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Helen K. Schwartz",747,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Joseph and Sylvia Slifka Foundation",748,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Leona Sobel",749,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Alfred Z. Solomon",750,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Mr. and Mrs. Sheldon H. Solow",751,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Judy and Michael Steinhardt",752,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Toyota Motor Corporation",753,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"U.S. Department of Transportation",754,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Carol and Terry Wall",755,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"The Miriam and Ira D. Wallach Foundation",756,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Charlotte C. Weber",757,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Benjamin Weiss",758,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Mr. and Mrs. Guy Wildenstein",759,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Barbara Wriston",760,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Zodiac Fund",761,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Roy J. Zuckerberg",762,Metropolitan Museum of Art,"$1,000,000",2013,1000000,1000000
DONOR,"Hugh L. Adams Charitable Trust",763,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"Alamo Rent A Car, Inc.",764,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"Doris Alperdt",765,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"The Aronson Family Foundation",766,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"Mrs. Henry S. Blackwood",767,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"C. G. Boerner, LLC",768,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"Shirley Brodsky",769,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"Adele H. Brown",770,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"The Margaret A. Cargill Foundation",771,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"Sylvan C. Coleman",772,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"Paula Cussi",773,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"June B. Davies",774,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"David Allen Devrishian",775,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"Marion Lounsbury Foster",776,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"Rita Gluck",777,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"Mr. and Mrs. Robert G. Goelet",778,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"De Lancey Thorne Grant",779,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"John G. Guillemont Gulton Foundation, Inc.",780,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"Frances C. Halley",781,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"Mr. and Mrs. Leon Hess",782,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"William Talbott Hillman Foundation",783,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"Department of Housing and Urban Development",784,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"Mary C. Jacoby",785,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"Eleanor Jerrems",786,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"Janet M. Johansen",787,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"Genevieve T. Keighley",788,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"Mrs. Alfred E. Lyon",789,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"Cora Marks",790,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"Catherine Mele Trust",791,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"Marlene Nathan Meyerson Family Foundation",792,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"Jan Mitchell",793,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"Mr. and Mrs. Lester S. Morse, Jr.",794,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"Ruth A. Mueller",795,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"National Endowment for the Humanities",796,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"Kazuhiko Nishi",797,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"Mrs. Donald M. Oenslager",798,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"James Haller and Mary Hyde Ottaway",799,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"Steven Rattner and Maureen White",800,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"Robert Rosenkranz",801,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"Mr. and Mrs. William J. Ruane",802,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"Save Americas Treasures",803,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"The Schiff Foundation",804,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"Florene M. Schoenborn",805,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"Mr. and Mrs. Jeff C.Tarr",806,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"The Buddy Taub Foundation",807,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"The Tiffany & Co. Foundation",808,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"Annette E. Trefzer",809,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"The Isak and Rose Weinman Foundation, Inc.",810,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"Mr. and Mrs. Dave H. Williams",811,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"Anita P. Yates",812,Metropolitan Museum of Art,"$500,000",2013,500000,500000
DONOR,"Annie Laurie Aitken Charitable Trust",813,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"The Annenberg Foundation",814,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Mrs. Vincent Astor",815,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Robert and Ren_e Belfer",816,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"The Patti and Everett B. Birch Foundation",817,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Bill Blass",818,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Michael R. Bloomberg",819,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Daniel and Estrellita Brodsky",820,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Mr. and Mrs. James E. Burke",821,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Jane C. Carroll and Robert E. Carroll",822,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Judith and Russell Carson",823,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Emily C. Chadbourne",824,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Mr. and Mrs. Richard L. Chilton, Jr.",825,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Frank A. Cosgrove, Jr.",826,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Yannis S. Costopoulos",827,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Mrs. Daniel Cowin",828,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Lewis B. and Dorothy Cullman",829,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Mr. and Mrs. Michel David-Weill",830,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Gladys K. Delmas",831,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"The Dillon Fund",832,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Douglas Dillon",833,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Doris Duke",834,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Cheryl Cohen Effron and Blair Effron",835,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Sherman Fairchild Foundation, Inc.",836,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Marina Kellen French",837,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Mr. and Mrs. S. Parker Gilbert",838,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Thelma Williams Gill",839,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Horace W. Goldsmith Foundation",840,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"The Florence Gould Foundation",841,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Drue Heinz Trust",842,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Margaret and Raymond J. Horowitz",843,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Mr. and Mrs. Herbert Irving",844,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Mary and Michael Jaharis",845,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Anna-Maria and Stephen Kellen Foundation",846,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Vehbi Ko Foundation",847,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"David H. Koch Charitable Foundation",848,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Kenneth Jay Lane",849,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Leonard A. Lauder",850,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Thomas H. Lee and Ann Tenenbaum",851,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Robert Lehman Foundation, Inc.",852,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Janice H. Levin",853,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Blanche and A. L. Levine",854,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Leon Levy and Shelby White",855,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Samuel H. and Linda M. Lindenbaum",856,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"The Andrew W. Mellon Foundation",857,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Joyce Frank Menschel",858,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"The Evelyn Borchard Metzger Foundation",859,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Mr. and Mrs. John A. Moran",860,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Sharmin and Bijan Mossavar-Rahmani",861,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"City of New York",862,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"State of New York",863,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Wilson and Eliot Nolen",864,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Cynthia Hazen Polsky and Leon B. Polsky",865,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Fondazione Antonio Ratti",866,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Mr. and Mrs. Oscar de la Renta",867,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Mr. and Mrs. Frederick P. Rose",868,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Bonnie J. and Peter M. Sacerdote",869,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Mr. and Mrs. Andrew M. Saul",870,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"The Peter Jay Sharp Foundation",871,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"The Starr Foundation Mr. and Mrs. Arthur Ochs Sulzberger",872,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Doris and Stanley Tananbaum",873,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Oscar L. Tang",874,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Juliana and Peter Terian",875,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Mrs. Lawrence Copley Thaw",876,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Lizzie and Jonathan Tisch",877,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"The Alice Tully Foundation",878,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Uris Brothers Foundation, Inc.",879,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Marica and Jan Vilcek",880,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Joyce and Dietrich von Bothmer",881,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Anthony W. and Lulu C. Wang",882,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Jack and Susan Warner",883,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Malcolm H. Wiener",884,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Barrie and Deedee Wigmore",885,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Jayne Wrightsman",886,Metropolitan Museum of Art,"$5,000,000",2014,5000000,5000000
DONOR,"Hugh Trumbull Adams",887,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Jan and Warren Adelson",888,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Carl Apfel and Iris Barrel Apfel",889,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Plˆcido Arango",890,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"The Aristotle Foundation",891,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Adrienne Arsht",892,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Mr. and Mrs. Perry R. Bass",893,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Frances and Benjamin Benenson Foundation, Inc.",894,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Max and Heidi Berry",895,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Patti Cadby Birch",896,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Leonard G. Bisco",897,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Andrea Bollt",898,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Jean A. Bonna",899,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Shirley Brodsky",900,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"The Brown Foundation, Inc.",901,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Cynthia Clark Brown",902,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Ambassador and Mrs. W. L. Lyons Brown",903,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Mr. and Mrs. B. Gerald Cantor",904,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Robert Carp",905,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"The Honorable Anne Cox Chambers",906,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Martha Cohen",907,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Anastasia S. Costopoulos",908,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Daphne S. Costopoulos",909,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Jane and Maurice Cunniffe",910,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Jennifer and Joseph Duke",911,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Mark Fisch and Rachel Davidson",912,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Mrs. Lawrence A. Fleischman and Martha J. Fleischman",913,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Forest City Ratner Companies",914,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Edwin F. Gamble Charitable Lead Trust",915,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Jacques and Natasha Gelman",916,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Tarsi and John Georgas",917,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Peggy N. and Roger G. Gerry Charitable Trust",918,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"The Honorable Sir David Gibbons and Lady Gibbons",919,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Howard Gilman",920,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Thomas and Georgia Gosnell",921,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Maggie and Gordon Gray, Jr.",922,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Virginia H. Groomes",923,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Nancy B. Hamon",924,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"John V. Hansen",925,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Enid A. Haupt",926,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Lita Annenberg Hazen Foundation",927,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"William Randolph Hearst Foundation",928,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Robert and Harriet Heilbrunn",929,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Mr. and Mrs. Roger Hertog",930,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Mr. and Mrs. J. Tomilson Hill",931,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Sir Joseph Hotung",932,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Mr. and Mrs. James R. Houghton",933,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Iris Foundation",934,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"The Isaacson-Draper Foundation",935,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Mr. and Mrs. Hamilton E. James",936,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Marian Jefferson",937,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Charles B. and Ann L. Johnson",938,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Laura Johnson",939,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Janet and Howard Kagan",940,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Ann Kaplan and Robert Fippinger",941,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Mrs. Joseph H. King",942,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Korea Foundation",943,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Mr. and Mrs. Henry R. Kravis",944,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Mr. and Mrs. Ronald S. Lauder",945,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Carolyn Lawson",946,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Cynthia Leary",947,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Dr. Robert A. Lehman",948,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"A. G. Leventis Foundation",949,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Ellen L. Lichtenstein",950,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"William S. Lieberman",951,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Henry O. Lowe",952,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"The Henry Luce Foundation",953,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Maria-Gaetana Matisse",954,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Mildred Meier Charitable Trust",955,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Richard and Ronay Menschel",956,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Elizabeth and Richard Miller",957,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Harold Mills Francis Neilson Trust",958,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Samuel I. Newhouse Foundation, Inc.",959,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Peter Norton Family Foundation",960,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Oceanic Heritage Foundation",961,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Alexander S. Onassis Public Benefit Foundation",962,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Joanne Pearson",963,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"S. Allyn Peck",964,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Assunta Sommella Peluso, Ignazio Peluso, Ada Peluso and Romano I. Peluso",965,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"David A. Powers",966,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Mr. and Mrs. Charles Price",967,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Ceil and Michael E. Pulitzer",968,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Alan and Jill Rappaport",969,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Katharine and William Rayner",970,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Dr. and Mrs. James S. Reibel",971,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
DONOR,"Frank E. Richardson",972,Metropolitan Museum of Art,"$1,000,000",2014,1000000,1000000
