SOURCE TYPE,Source,Source Name,EDGE TYPE,TARGET TYPE,Target,Target Name, Weight
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,293,"David Rockefeller",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,294,"Ronald S. Lauder",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,295,"Robert B. Menschel",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,296,"Agnes Gund",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,297,"Donald B. Marron",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,298,"Jerry I. Speyer",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,299,"Marie-Josée Kravis",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,300,"Sid R. Bass",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,301,"Leon D. Black",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,302,"Mimi Haas",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,303,"Richard E. Salomon",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,304,"Glenn D. Lowry",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,305,"James Gara",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,306,"Patty Lipshutz",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,307,"Wallis Annenberg",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,308,"Sid R. Bass",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,309,"Lawrence B. Benenson",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,310,"Leon D. Black",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,311,"Clarissa Alcock Bronfman",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,312,"Patricia Phelps de Cisneros",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,313,"Paula Crown",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,314,"David Dechman",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,315,"Glenn Dubin",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,316,"John Elkann",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,317,"Laurence Fink",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,318,"Kathleen Fuld",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,319,"Howard Gardner",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,320,"Anne Dias Griffin",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,321,"Mimi Haas",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,322,"Alexandra A. Herzan",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,323,"Marlene Hess",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,324,"Ronnie Hayman",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,325,"AC Hudgins",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,326,"Jill Kraus",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,327,"Marie-Josée Kravis",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,328,"Thomas H. Lee",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,329,"Michael Lynne",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,330,"Philip S. Niarchos",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,331,"James G. Niven",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,332,"Peter Norton",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,333,"Daniel S. Och",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,334,"Maja Oeri",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,335,"Michael S. Ovitz",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,336,"Richard D. Parsons",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,337,"Ronald O. Perelman",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,338,"Sharon Percy Rockefeller",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,339,"Marcus Samuelsson",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,340,"Anna Deavere Smith",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,341,"Jerry I. Speyer",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,342,"Ricardo Steinbruch",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,343,"Alice M. Tisch",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,344,"Gary Winnick",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,345,"Eli Broad",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,346,"Douglas S. Cramer",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,347,"Joel S. Ehrenkranz",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,348,"Gianluigi Gabetti",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,349,"Barbara Jakobson",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,350,"Werner H. Kramarsky",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,351,"June Noble Larkin",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,352,"Donald B. Marron",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,353,"Robert B. Menschel",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,354,"Peter G. Peterson",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,355,"Emily Rauh Pulitzer",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,356,"David Rockefeller",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,357,"Anna Marie Shapiro",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,358,"Jeanne C. Thayer",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,359,"Joan Tisch",1
INSTITUTION,5,"Museum of Modern Art",Board Member Of,BOARD MEMBER,360,"Edgar Wachenheim III",1
INSTITUTION,6,"MOMA PS1",Board Member Of,BOARD MEMBER,361,"Klaus Biesenbach",1
INSTITUTION,6,"MOMA PS1",Board Member Of,BOARD MEMBER,362,"Agnes Gund",1
INSTITUTION,6,"MOMA PS1",Board Member Of,BOARD MEMBER,363,"Philip E. Aarons",1
INSTITUTION,6,"MOMA PS1",Board Member Of,BOARD MEMBER,364,"John Comfort",1
INSTITUTION,6,"MOMA PS1",Board Member Of,BOARD MEMBER,365,"Sheikha Hoor Al-Qasimi",1
INSTITUTION,6,"MOMA PS1",Board Member Of,BOARD MEMBER,366,"Richard Chang",1
INSTITUTION,6,"MOMA PS1",Board Member Of,BOARD MEMBER,367,"Angela Chao",1
INSTITUTION,6,"MOMA PS1",Board Member Of,BOARD MEMBER,368,"Dana Farouki",1
INSTITUTION,6,"MOMA PS1",Board Member Of,BOARD MEMBER,369,"Lex Fenwick",1
INSTITUTION,6,"MOMA PS1",Board Member Of,BOARD MEMBER,370,"Wendy Fisher",1
INSTITUTION,6,"MOMA PS1",Board Member Of,BOARD MEMBER,371,"Adriana Cisneros de Griffin",1
INSTITUTION,6,"MOMA PS1",Board Member Of,BOARD MEMBER,372,"Susan Hayden",1
INSTITUTION,6,"MOMA PS1",Board Member Of,BOARD MEMBER,373,"Adam Kimmel",1
INSTITUTION,6,"MOMA PS1",Board Member Of,BOARD MEMBER,374,"Sydie Lansing",1
INSTITUTION,6,"MOMA PS1",Board Member Of,BOARD MEMBER,375,"Jennifer McSweeney",1
INSTITUTION,6,"MOMA PS1",Board Member Of,BOARD MEMBER,376,"Peter Norton",1
INSTITUTION,6,"MOMA PS1",Board Member Of,BOARD MEMBER,377,"Diana Widmaier Picasso",1
INSTITUTION,6,"MOMA PS1",Board Member Of,BOARD MEMBER,378,"Cindy Sherman",1
INSTITUTION,6,"MOMA PS1",Board Member Of,BOARD MEMBER,379,"Tom Slaughter",1
INSTITUTION,6,"MOMA PS1",Board Member Of,BOARD MEMBER,380,"Julia Stoschek",1
INSTITUTION,6,"MOMA PS1",Board Member Of,BOARD MEMBER,381,"Beth Swofford",1
INSTITUTION,6,"MOMA PS1",Board Member Of,BOARD MEMBER,382,"David Teiger",1
INSTITUTION,6,"MOMA PS1",Board Member Of,BOARD MEMBER,383,"Mickalene Thomas",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,384,"Gary W. Parr",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,385,"Matthew VanBesien",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,386,"Daisy M. Soros",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,387,"Timothy M. George",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,388,"Lawrence D. Ackman",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,389,"Alec Baldwin",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,390,"Joshua Bell",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,391,"Dr. Clemens Börsig",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,392,"Yefim Bronfman",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,393,"Kenneth A. Buckfire",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,394,"James E. Buckman",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,395,"Laura Chang",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,396,"Angela Chen",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,397,"Diane Chesin",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,398,"Peter D. Cummings",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,399,"Toos N. Daruvala",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,400,"Lodewijk J.R. de Vink",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,401,"Carol Fiorello",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,402,"J. Christopher Flowers",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,403,"Daria L. Foster",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,404,"Annabelle K. Garrett",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,405,"Whoopi Goldberg",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,406,"Paul B. Guenther",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,407,"Gurnee F. Hart",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,408,"Gerald L. Hassell",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,409,"Robert S. Hekemian, Jr.",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,410,"C. Robert Henrikson",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,411,"Ludmila Schwarzenberg Hess",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,412,"Stephen Heyer",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,413,"Ann Johnson",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,414,"Peter Jungen",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,415,"Mitsuhiko Kawai",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,416,"H. Frederick Krimendahl II",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,417,"Honey M. Kurtz",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,418,"Christian A. Lange",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,419,"Karen T. LeFrak",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,420,"William M. Lewis, Jr.",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,421,"Alan S. MacDonald",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,422,"Peter W. May",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,423,"Harold Mitchell, AC",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,424,"Lizabeth A. Newman",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,425,"Charles F. Niemeth",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,426,"C. Allen Parker, Esq.",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,427,"Itzhak Perlman",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,428,"Joel I. Picket",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,429,"Antonio Quintella",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,430,"Susan Rose",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,431,"Carol D. Schaefer",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,432,"Oscar S. Schafer",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,433,"Shirley Bacot Shamel",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,434,"Larry A. Silverstein",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,435,"Motumu Takahashi",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,436,"Oscar L. Tang",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,437,"Pamela Thomas-Graham",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,438,"Bobby Tudor",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,439,"Ronald J. Ulrich",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,440,"Daria L. Wallach",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,441,"Mary L. Wallach",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,442,"Sandra F. Warshawsky",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,443,"Paul B. Guenther",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,444,"Carlos Moseley",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,445,"Donald Blinken",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,446,"Edith S. Bouriez",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,447,"Dale M. Frehse",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,448,"Gunther E. Greiner",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,449,"William J. McDonough",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,450,"Phyllis J. Mills",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,451,"Donald A. Pels",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,452,"Paula L. Root",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,453,"Benjamin M. Rosen",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,454,"Joel E. Smilow",1
INSTITUTION,7,"New York Philharmonic",Board Member Of,BOARD MEMBER,455,"Stephen Stamas",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,456,"Sanford I. Weill",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,457,"Mercedes T. Bass",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,458,"Clarissa Alcock Bronfman",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,459,"Klaus Jacobs",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,460,"Peter W. May",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,461,"Ronald O. Perelman",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,462,"Burton P. Resnick",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,463,"Kenneth J. Bialkin",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,464,"Edward C. Forst",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,465,"Clive Gillenson",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,466,"Richard A. Debs",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,467,"James D. Wolfensohn",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,468,"Earle S. Altman",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,469,"Martina Arroyo",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,470,"Emanuel Ax",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,471,"Mercedes T. Bass",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,472,"Norton Belknap",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,473,"Ronald E. Blaylock",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,474,"Nicola Bulgari",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,475,"Yoko Nagae Ceschina",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,476,"Gregory T. Durant",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,477,"Judith W. Evnin",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,478,"Anne M. Finucane",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,479,"Renée Fleming",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,480,"Edward C. Forst",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,481,"Marina Kellen French",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,482,"Clive Gillinson",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,483,"The Honorable Roy M. Goodman",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,484,"Marilyn Horne",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,485,"Stephen R. Howe Jr.",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,486,"Frederick J. Iseman",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,487,"Klaus Jacobs",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,488,"Robert W. Jones",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,489,"Gilbert Kaplan",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,490,"Mark E. Kingdon",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,491,"Suzie Kovner",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,492,"Robert K. Kraft",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,493,"Sallie L. Krawcheck",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,494,"Lang Lang",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,495,"Isabel Leonard",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,496,"Robert I. Lipp",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,497,"Terry J. Lundgren",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,498,"Yo-Yo Ma",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,499,"Thomas G. Maheras",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,500,"Peter W. May",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,501,"Audra McDonald",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,502,"Harold McGraw III",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,503,"Lester S. Morse Jr.",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,504,"Dennis M. Nally",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,505,"Joshua L. Nash",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,506,"Frank N. Newman",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,507,"Jessye Norman",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,508,"William G. Parrett",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,509,"Laura H. Pomerantz",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,510,"Don M. Randel",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,511,"Oscar de la Renta",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,512,"Burton P. Resnick",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,513,"Judith Rodin",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,514,"William D. Rondina",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,515,"Susan W. Rose",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,516,"Charles M. Rosenthal",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,517,"Sana H. Sabbagh",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,518,"Suki Sandler",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,519,"Mrs. Julio Mario Santo Domingo",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,520,"Dr. Thomas P. Sculco",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,521,"Henry T. Segerstrom",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,522,"Stanley S. Shuman",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,523,"David M. Siegel",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,524,"Sir Howard Stringer",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,525,"Kurt G. Strovink",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,526,"S. Donald Sussman",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,527,"James Taylor",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,528,"Linda J. Wachner",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,529,"Judy Francis Zankel",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,530,"John W. Zick",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,531,"Ann Ziff",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,532,"Ralph M. Baruch",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,533,"Pierre Boulez",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,534,"Roberta Peters",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,535,"Felix G. Rohatyn",1
INSTITUTION,8,"Carnegie Hall",Board Member Of,BOARD MEMBER,536,"George T. Wein",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,537,"Marc S. Lipschultz",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,538,"Stuart J. Ellman*",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,539,"Paul Levy",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,540,"Marcia Eppler Colvin",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,541,"Jody Gottfried Arnhold",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,542,"Arthur Aufses, MD",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,543,"Glenn August",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,544,"Catherine H. Behrend",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,545,"Laurence D. Belfer",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,546,"Claire Benenson",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,547,"Michael Berland",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,548,"Len Blavatnik",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,549,"Thomas Block",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,550,"Matthew Bronfman*",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,551,"Kathy Chazen",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,552,"Andrew Crystal",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,553,"Richard Crystal",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,554,"Stanley Edelman, MD",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,555,"Michael S. Feldberg",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,556,"Christy Ferer",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,557,"Rick Gerson",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,558,"Jeffrey B. Goldenberg",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,559,"Jane H. Goldman",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,560,"Michael Goldstein*",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,561,"Daniel R. Kaplan*",1
