SOURCE TYPE,Source,Source Name,EDGE TYPE,TARGET TYPE,Target,Target Name, Weight
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,544,"Len Blavatnik",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,545,"Thomas Block",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,546,"Matthew Bronfman*",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,547,"Kathy Chazen",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,548,"Andrew Crystal",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,549,"Richard Crystal",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,550,"Stanley Edelman, MD",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,551,"Michael S. Feldberg",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,552,"Christy Ferer",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,553,"Rick Gerson",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,554,"Jeffrey B. Goldenberg",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,555,"Jane H. Goldman",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,556,"Michael Goldstein*",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,557,"Daniel R. Kaplan*",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,558,"Thomas S. Kaplan*",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,559,"Lori A. Kasowitz",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,560,"Richard L. Kay",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,561,"Jonathan Korngold",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,562,"Eric Lane",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,563,"Nancy Z. Lane",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,564,"Marc Lasry",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,565,"William P. Lauder",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,566,"Howard M. Lorber",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,567,"Fredric Mack*",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,568,"Richard J. Mack",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,569,"Irwin Miller",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,570,"Philip L. Milstein*",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,571,"Cheryl Minikes",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,572,"Andrea Olshan",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,573,"Martin J. Oppenheimer",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,574,"John Paulson",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,575,"Martin J. Rabinowitz",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,576,"David S. Rose",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,577,"Marcella Rosen",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,578,"Barry Rosenstein",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,579,"Michael S. Roth",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,580,"Gail Michele Saltz, MD",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,581,"Mara Sandler",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,582,"Curtis Schenker",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,583,"David M. Schizer",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,584,"Dov Seidman",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,585,"Oliver Stanton",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,586,"Ronald Stein",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,587,"John Steinhardt",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,588,"Stuart Sucherman",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,589,"Bertram Teich",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,590,"Joan Tisch",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,591,"Eva Colin Usdan",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,592,"Kenneth L. Wallach",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,593,"Caryn Zucker",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,594,"Clive Chajet",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,595,"Jerome A. Chazen",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,596,"Gerald J. Grossman",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,597,"William H. Heyman",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,598,"Joan L. Jacobson*",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,599,"Lee Katz, PhD",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,600,"Elena Hahn Kiam",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,601,"Peter W. May",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,602,"Mitchell J. Nelson",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,603,"Madeline I. Noveck",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,604,"Elihu Rose",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,605,"Judith O. Rubin*",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,606,"Ruth S. Stanton",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,607,"Harriet Weintraub",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,608,"Myrna Z. Weiss",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,609,"James S. Tisch",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,610,"Charlotte Nichoson Ackert",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,611,"Cheryl Milstein",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,612,"Ann G. Tenenbaum",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,613,"Dirk Ziff",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,614,"Waheed Alli",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,615,"John P. Arnhold",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,616,"Lisa M. Caputo",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,617,"Raymond G. Chambers",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,618,"Thomas J. Connolly",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,619,"Marina Kellen French",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,620,"Edward Grebow",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,621,"Jeffrey Halis",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,622,"Kitty Hawks",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,623,"Cecilia Healy Herbert",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,624,"Katherine Nouri Hughes",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,625,"Elise Jaffe",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,626,"Mark Kaplan",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,627,"David H. Koch",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,628,"John A. Levin",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,629,"Daniel Levine",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,630,"Carol Sutton Lewis",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,631,"Thomas J. Moran",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,632,"Michael Peterson",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,633,"Judith Resnick",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,634,"Shelley F. Rubin",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,635,"Geoffrey K. Sands",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,636,"Alejandro Santo Domingo",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,637,"Barry Shapiro",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,638,"A.J.C. Smith",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,639,"Daniel H. Stern",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,640,"Paul P. Tanico",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,641,"Leonard Tow",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,642,"Thomas C. Uger",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,643,"Diana Vagelos",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,644,"Rosalind P. Walter",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,645,"Claude Becker Wassterstein",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,646,"Josh S. Weston",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,647,"Jane Stoddard Williams",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,648,"Paula Zahn",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,649,"William F. Baker",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,650,"Ralph M. Baruch",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,651,"Meredith Brokaw",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,652,"Elaine W. Conway",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,653,"Joan Ganz Cooney",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,654,"D. Ronald Daniel",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,655,"Oscar de la Renta",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,656,"H. John Greeniaus",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,657,"Thomas S. Johnson",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,658,"Betsy Lack",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,659,"Philip A. Laskawy",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,660,"James S. Marcus",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,661,"Anthony D. Marshall",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,662,"Morris W. Offit",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,663,"George D. O'Neill",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,664,"Ponchitta Pierce",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,665,"Elihu Rose",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,666,"Bernard L. Schwartz",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,667,"Stanley S. Shuman",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,668,"Marsha E. Simms",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,669,"Michael I. Sovern",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,670,"Scott M. Stuart",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,671,"Mortimer B. Zuckerman",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,672,"William M. Elinghaus",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,673,"Henry R. Kravis",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,674,"Steven R. Rattner",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,675,"Richard I. Beattie",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,676,"Elizabeth Rohatyn",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,677,"Josh S. Weston",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,678,"Elizabeth Thomas",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,679,"Anthony V. Bastardi",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,680,"Thomas A. Bracken",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,681,"Bernard Flynn",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,682,"Edward Graham",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,683,"Gov. Thomas H. Kean",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,684,"Scott Kobler",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,685,"Randall E. Mehrberg",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,686,"Brenda Ross-Dulan",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,687,"Neal Shapiro",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,688,"Robert L. Smartt",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,689,"Gary Wingens",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,690,"Neal Shapiro",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,691,"Caroline Croen",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,692,"Robert Feinberg",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,693,"Lisa Mantone",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,694,"Stephen Segaller",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,695,"Charlene Shapiro",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,696,"Carole Wacey",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,697,"Roslyn Davis",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,698,"Diane Masciale",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,699,"John Servido",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,700,"Marc Rosenwasser",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,701,"Daniel Greenberg",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,702,"Marjorie Harris",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,703,"Grazia Svokos",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,704,"Grace Lyu Volkhausen",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,705,"Vincent Maione",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,706,"Robert A. Marino",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,707,"Barry H. Ostrowsy",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,708,"Alan H. Fishman",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,709,"William I. Campbell",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,710,"Adam E. Max",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,711,"Karen Brooks Hopkins",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,712,"Joseph V. Melillo",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,713,"James I. McLaren",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,714,"Harvey Lichtenstein",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,715,"Jeffrey H. Barker",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,716,"Tony Bechara",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,717,"René Böttcher",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,718,"Gordon Bowen",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,719,"Linda Chinn",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,720,"Henry Christensen III",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,721,"Pamela A. Codispoti",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,722,"David E. R. Dangoor",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,723,"Cheryl Della Rosa",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,724,"Dinyar S. Devitre",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,725,"Beth Rudin DeWoody",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,726,"Mark Diker",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,727,"Andre Dua",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,728,"Brendan J. Dugan",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,729,"Thérèse Esperdy",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,730,"Teri Everett",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,731,"Mallory Factor",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,732,"Ronald E. Feiner, Esq.",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,733,"Richard E. Feldman, Esq.",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,734,"Steven G. Felsher",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,735,"Jeanne Donovan Fisher",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,736,"Barry M. Fox",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,737,"MaryAnne Gilmartin",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,738,"Robert M. Greenberg",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,739,"G. Penn Holsenbeck",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,740,"Anne Hubbard",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,741,"Mark H. Jackson",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,742,"Derek Jenkins",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,743,"Mary Kantor",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,744,"Daniel A. Klores",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,745,"Edgar A. Lampert",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,746,"François Letaconnoux",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,747,"Gary Lynch",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,748,"Martin F. Mertz",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,749,"Patricia E. Michels",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,750,"Ahrin Mishan",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,751,"Donald R. Mullen Jr.",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,752,"William A. Perlmuth",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,753,"David L. Ramsay, M.D., M.Ed.",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,754,"Frances A. Resheske",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,755,"Jonathan F.P. Rose",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,756,"Anna Kuzmik Sampas",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,757,"Alberto Sanchez",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,758,"Timothy Sebunya",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,759,"Adi Shamir",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,760,"Danny Simmons",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,761,"Jessica Smith",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,762,"Brian Stafford",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,763,"Joseph A. Stern",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,764,"Pedro Torres Ciliberto",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,765,"John L. Usdan",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,766,"Brigitte Vosse",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,767,"Nora Ann Wallace",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,768,"Elaine Weinstein",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,769,"Hon. Franklin R. Weissberg",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,770,"Vaughn C. Williams, Esq.",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,771,"Adam Wolfensohn",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,772,"Claire Wood",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,773,"Andrew Zolli",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,774,"Hon. Michael R. Bloomberg",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,775,"Hon. Christine C. Quinn",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,776,"Hon. Marty Markowitz",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,777,"Hon. Kate D. Levin",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,778,"Felice Forer Axelrod",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,779,"Lela Goren",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,780,"Neil D. Chrisman",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,781,"Seth S. Faison",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,782,"Bruce C. Ratner",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,783,"Robert L. Forbes",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,784,"Charles J. Hamm",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,785,"Barbara B. Haws, C.A.",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,786,"William Josephson",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,787,"John Lipsky",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,788,"Laurie Mallet",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,789,"Cathy-Ann Martine",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,790,"Elaine Weinstein",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,791,"David L. Picket",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,792,"Sarah C. Robertson",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,793,"Bartholomew A. Sheehan III",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,794,"Axel Stawski",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,795,"Jamie Snow Markowitz",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,796,"Mary Kantor",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,797,"Lawrence R. Ricciardi",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,798,"James R. Houghton",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,799,"Richard L. Menschel",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,800,"George L. K. Frelinghuysen",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,801,"Thomas J. Reid",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,802,"Karen H. Bechtel",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,803,"Rodney B. Berens",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,804,"Susanna Borghese",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,805,"T. Kimball Brooker",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,806,"Karen B. Cohen",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,807,"Flobelle Burden Davis",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,808,"Geoffrey K. Elliott",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,809,"Brian J. Higgins",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,810,"Jerker M. Johansson",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,811,"Clement C. Moore II",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,812,"John A. Morgan",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,813,"Diane A. Nixon",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,814,"Cosima Pavoncelli",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,815,"Peter Pennoyer",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,816,"Cynthia Hazen Polsky",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,817,"Katharine J. Rayner",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,818,"Annette de la Renta",1
